Human gene name	Gene name
	Gm26029
	1700081N11Rik
RN7SKP56	Gm54504
	Gm14986
	Gm14985
	Gm27014
NRK	Nrk
COX10	Cox10
	Gm20403
RNU6-456P	Gm24296
	2700097O09Rik
RNU6-842P	Gm24661
ABCG1	Abcg1
	4930588K23Rik
	Gm43022
	Gm15866
	Gm49601
	Rps2-ps7
	Gm43023
CLDN5	Cldn5
	Gm46350
SULT1B1	Sult1b1
	Gm7511
	Dusp3
CDC45	Cdc45
SRP54	Srp54a
	9630013K17Rik
	Gm20659
TFF3	Tff3
	Gm44090
	Gm12289
	Gm12290
MGST1	Mgst1
	Mif-ps4
VTN	Vtn
TFF2	Tff2
SEC11A	Sec11a
	Gm13380
FAM177A1	Fam177a
	Gm13377
	Gm35867
	Gm13376
	Gm56168
ENKUR	Enkur
	Gm56659
RAN	Ran
KAZALD1	Kazald1
	Gm4753
DOCK7	Dock7
	1700067G17Rik
	Gm18699
TFF1	Tff1
	Fmo6
	Gm28051
ANKRD9	Ankrd9
TMPRSS3	Tmprss3
DSN1	Dsn1
ROM1	Rom1
HS3ST3A1	Hs3st3a1
PPP1R3C	Ppp1r3c
SH3BP4	Sh3bp4
	Hhex
	Gm55852
	Gm12291
	Gm24646
	Gm55853
SERPINA7	Serpina7
	Gm6951
CFAP97D1	Cfap97d1
NPHP3	Nphp3
	Vmn2r2
SCD	Scd2
	Gm44089
	Gm5139
	Gm38312
	Gm5259
	Gm18294
	Gm19596
	Gm28342
	Vmn2r3
	Gm48630
	C030007H22Rik
LMO3	Lmo3
	6030440G07Rik
FMO3	Fmo3
	Gm16171
	Gm48631
	Mir5114
	Gm50334
	Gm45718
RCOR1	Rcor1
	Gm18782
SCD	Scd4
	Gm44899
	Sult1d1
	Zfp568
GP1BB	Gp1bb
SEBOX	Sebox
	Scd1
TRIM46	Trim46
SEPTIN5	Septin5
TMEM199	Tmem199
	4930513O06Rik
	4933428M09Rik
	Gm15007
PWWP3B	Pwwp3b
	Gm50337
	Gm37273
	Gm35406
WNT8B	Wnt8b
MROH9	Mroh9
	Gm46379
	Gm48632
	4930595D18Rik
	A830011K09Rik
TRAF3	Traf3
UNG	Ung
ZFP14	Zfp14
	Gm56169
	Gm30332
PCMTD2	Pcmtd2
SEC31B	Sec31b
	B230110G15Rik
ZNF592	Zfp592
	Gm44266
	Igbp1b
TEPSIN	Tepsin
	Gm9038
	Gm44267
	Gm44268
	Gm25434
	4922502N22Rik
RERGL	Rergl
	Gm22671
	Gm37049
	Gm22434
HHAT	Hhat
ATP6V1F	Atp6v1f
SPMIP1	Spmip1
PLCZ1	Plcz1
	Gm44967
UBASH3A	Ubash3a
ALPK3	Alpk3
	Gm25245
	Gm15976
ATP5PO	Atp5po
	Platr21
AMN	Amn
	Platr32
	Gm15002
ZFP82	Zfp82
	Trap1a
MTCL2	Mtcl2
	Gm8061
	Gm20656
	Gm14679
	Kcnd3os
	4931400O07Rik
	Tslrn1
	Gm28305
	Gm14678
	Gm37200
	Gm14677
KRTCAP2	Krtcap2
	Gm15245
PCSK7	Pcsk7
SULT1E1	Sult1e1
	Gm44112
	A230087F16Rik
CAPZA3	Capza3
	Gm25651
	Gm20538
CAPZA1	Capza1b
	D430001F17Rik
CDC42BPB	Cdc42bpb
NDUFB8	Ndufb8
NDUFAF8	Ndufaf8
	Gm54534
	Gm44156
	Gm18020
	Gm44155
	Gm23210
	Gm44158
MRPS6	Mrps6
	Gm44159
TLDC2	Tldc2
	Gm55751
	Gm3961
RNU5A-1	Gm22265
	Gm38360
	1700102F20Rik
	Gm55752
	G530011O06Rikx
	A730013G03Rik
	Gm5051
	Gm15726
	1700065J18Rik
POLR3K	Polr3k
KCP	Kcp
	Gm15247
	Gm49711
	
AGAP1	Agap1
	Mir3969
MIRLET7F2	Mirlet7f-2
	Gm43368
MIR98	Mir98
	Gm15191
	Gm21043
POLDIP2	Poldip2
	Gm54539
SLC5A3	Slc5a3
HSD17B10	Hsd17b10
CAPN5	Capn5
	Gm50218
RELN	Reln
RSPH1	Rsph1
	Gm16310
	Gm5466
	Gm41496
	Gm41495
THNSL1	Thnsl1
DPM3	Dpm3
	Gm49716
	Gm29880
KCNE2	Kcne2
	Vmn2r-ps10
	Vmn2r-ps11
TMEM39A	Tmem39a
	Gm26939
SH3GLB1	Sh3glb1
HIF1AN	Hif1an
	Gm19018
	Gm8483
	Gm21063
OR2T2	Or2t35
OR2T35	Or2t35
	Gm6734
	Il3ra
	Gm13378
	Gm35460
	Gm13327
RIBC1	Ribc1
	Gm14496
	Gm26644
	Gm47830
	Gm35610
SMLR1	Smlr1
CCDC86	Ccdc86
	Gm47924
	4930401C15Rik
	Gm19801
	Gm8681
ARHGAP1	Arhgap1
	Gm6906
MS4A10	Ms4a10
	Gm47930
	Gm47939
TNFAIP1	Tnfaip1
TMEM200A	Tmem200a
SMC1A	Smc1a
	Gm37297
	Gm55945
	Gm28499
	4933400F21Rik
	Gm9767
	Gm4739
SAMD3	Samd3
	Gm55949
	Gm37521
IQCH	Iqch
PRRX1	Prrx1
PRAMEF15	Oog1
PRAMEF9	Oog1
PRAMEF26	Oog1
PRAMEF2	Oog1
PRAMEF13	Oog1
PRAMEF8	Oog1
PRAMEF25	Oog1
PRAMEF4	Oog1
PRAMEF7	Oog1
PRAMEF27	Oog1
PRAMEF5	Oog1
PRAMEF18	Oog1
PRAMEF12	Oog1
PRAMEF20	Oog1
PRAMEF10	Oog1
PRAMEF1	Oog1
PRAMEF11	Oog1
PRAMEF6	Oog1
PRAMEF14	Oog1
PRAMEF19	Oog1
PRAMEF33	Oog1
PRAMEF17	Oog1
	Gm26920
OMP	Omp
SLC37A1	Slc37a1
	Gm16938
	Gm34189
B3GNT6	B3gnt6
	Gm8075
	Gm48823
SLC28A1	Slc28a1
	Gm15283
	Gm56539
HIF1A	Hif1a
MS4A15	Ms4a15
MPP3	Mpp3
	Gm48860
OR2T1	Or2t1
	Gm15267
L3MBTL3	L3mbtl3
MS4A18	Ms4a18
	Gm15266
	Kantr
	Gm20471
	Gm48859
	Gm28347
	Gm48857
	Gm3895
GBX2	Gbx2
	AW112010
	Csnk2a1-ps1
	Ndufs6b
	Gm44968
OR2T6	Or2t6
	Gm37644
SERTAD4	Sertad4
PSMD6	Psmd6
	Gm17103
ARHGAP31	Arhgap31
SOX6	Sox6
TSPYL2	Tspyl2
MS4A8	Ms4a8a
	Gm9419
	A930015P04Rik
	Vmn2r7
NAA35	Naa35
	Gm2367
GORAB	Gorab
	Gm336
	Ms4a20
ATXN7	Atxn7
GPR173	Gpr173
	Vmn2r-ps12
	Gm25222
	Vmn2r-ps13
KCND3	Kcnd3
	Gm15530
IQSEC2	Iqsec2
B4GALT4	B4galt4
	Gm24940
	Gm29500
	Rpsa-ps1
NTMT2	Ntmt2
	Gm6501
	Gm55756
	Gm26627
	Ms4a19
IRF5	Irf5
	Gm2343
ASB18	Asb18
	Gm16111
	Gm10475
	Dnaja1-ps
	Gm19666
	Gm16113
	Gm16112
	Gm16110
	Gm25459
	Gm43657
	Gm55865
	Gm43110
CC2D2A	Cc2d2a
MS4A13	Ms4a13
THOC7	Thoc7
GPR158	Gpr158
	Gm15575
	Gm43847
UPK1B	Upk1b
SLC50A1	Slc50a1
	Gm55966
	Gm37438
	Gm15398
	Gm5778
ABI2	Abi2
	Gm47098
	S100a11-ps
	Gm19168
	Gm15397
SNAPC1	Snapc1
	Gm6407
	Gm7034
PDE9A	Pde9a
	Gm6419
	E130111B04Rik
TEX55	Tex55
RSPH14	Rsph14
IFT20	Ift20
	4930526L06Rik
MS4A12	Ms4a12
PLEKHA5	Plekha5
RNU6-612P	Gm55508
MS4A1	Ms4a1
	Mir1942
PARP10	Parp10
	Gm15803
	Gm15802
RNU6-732P	Gm22500
RNU6-1276P	Gm22500
	Gm15558
SOCS1	Socs1
TNP2	Tnp2
	Gm13379
	Gm24886
	Gm13337
	1700092C17Rik
	Gm13356
DCDC2C	Dcdc2c
PRM3	Prm3
APBB1IP	Apbb1ip
PRM2	Prm2
MS4A5	Ms4a5
ECT2	Ect2
	Prm1
	Gm20658
	Gm46563
	Gm10343
	Gm26822
	Gm48618
RMI2	Rmi2
	Gm8199
	Gm8202
	Gm15067
MS4A14	Ms4a14
	Gm54675
RNU4-20P	Gm25995
	Gm15066
	Gm48620
	Gm6257
TAGLN	Tagln
	Gm49960
	Gm23732
DYNC2I1	Dync2i1
	Mir680-2
MS4A7	Ms4a7
ALG13	Alg13
	Gm21859
GNAZ	Gnaz
ADAMTS2	Adamts2
LITAF	Litaf
	Gm47246
GOLM1	Golm1
ATG13	Atg13
	Gm40692
	Gm48529
RAB36	Rab36
GRINA	Grina
AAGAB	Aagab
	Gm55114
RNU1-155P	Gm55115
RNVU1-23	Gm55115
	Gm10832
	Gm3919
	Gm18724
SNN	Snn
	Gm23355
	Gm7559
RIPK4	Ripk4
UBA5	Uba5
C3orf49	Gm11100
	Mir6953
	Mirt2
	Gm54678
	Gm48079
	Gm55515
ESYT2	Esyt2
SPATC1	Spatc1
	Cdhr18
PRDM15	Prdm15
	Gm25964
	Gm18071
	Gm9800
ORC5	Orc5
	Gm20241
	4930455B14Rik
TMEM97	Tmem97
	Mir3079
	Smpd5
CFAP20DC	Cfap20dc
	D11Bhm181e
	Gm22947
	4921517D22Rik
	Gm55860
MXI1	Mxi1
ZNF354C	Zfp354c
	Gm37750
SMAD3	Smad3
	Gm47269
OPLAH	Oplah
SPATA31D1	Spata31d1a
SPATA31D4	Spata31d1a
SPATA31D3	Spata31d1a
MDM4	Mdm4
NLK	Nlk
	Nrg1
SPATA31D1	Spata31d1b
SPATA31D4	Spata31d1b
SPATA31D3	Spata31d1b
RNU6-1313P	Gm22140
	Gm3985
BCR	Bcr
	Gm45587
	Gm6877
SPATA31D1	Spata31d1d
SPATA31D4	Spata31d1d
SPATA31D3	Spata31d1d
	Gm8416
CDH8	Cdh8
FAM3D	Fam3d
	Gm46419
ANGPTL3	Angptl3
	4930528D03Rik
	Gm2553
	Gm18541
	1700014D04Rik
ACAD11	Acad11
	2610318M16Rik
ACER3	Acer3
ISCA1	Isca1
	Gm17235
FAM107A	Fam107a
RNU6-185P	Gm22887
RNU6-1263P	Gm22887
	Gm11196
	Gm11197
ZNF879	Zfp879
ADGRD1	Adgrd1
	Gm12852
	Gm12687
ITGB3BP	Itgb3bp
	Gm2214
	Gm14684
CCNQ	Ccnq
	Gm49354
ZNF185	Zfp185
	Etohd2
ACOX2	Acox2
	Gm55863
	Gm23219
LYRM9	Lyrm9
	Gm49592
C2CD2	C2cd2
TUT7	Tut7
GRM6	Grm6
	Gm12702
ROR1	Ror1
HARBI1	Harbi1
	D430020J02Rik
SPECC1L	Specc1l
	
SYT16	Syt16
	Gm45025
	Sox6os
PDE8A	Pde8a
ACKR4	Ackr4
	Gm12701
	Gm12706
UBE2U	Ube2u
	Gm12660
	Gm13776
CD300LG	Cd300lg
	Gm47000
	Gm46999
	Mir6964
ZBTB21	Zbtb21
SAMHD1	Samhd1
DHX30	Dhx30
	Gm29587
	Dbpht2
	Gm34552
RN7SKP184	Gm55763
	Gm55147
TNPO3	Tnpo3
	Dtnbos
DNMT3A	Dnmt3a
KCTD6	Kctd6
	Gm30541
	Ube2uos
SMNDC1	Smndc1
	Ccdc50-ps
	Gm12700
EXOSC4	Exosc4
CCDC30	Ccdc30
PDHB	Pdhb
	Mir2137
PNMA5	Pnma5
	C030010L15Rik
	Gm45297
	Gm24693
	B230307C23Rik
	Gm15681
	Gm6858
GPAA1	Gpaa1
PNMA3	Pnma3
	Gm15680
	A330008L17Rik
	Xlr4a
	A630089N07Rik
	Gm8688
	Gm19232
	Impdh2-ps
PXK	Pxk
	Gm5742
	Gm45296
YPEL1	Ypel1
	Gm5361
	8030456M14Rik
	Gm39232
	Gm56638
	Gm22223
	Gm36419
RNU6-1077P	Gm55847
RNU6-298P	Gm55847
RNU6-864P	Gm55847
	Gm45422
CDH11	Cdh11
PAPSS2	Papss2
TSKU	Tsku
	Xlr3a
ACACB	Acacb
	Gm48194
	Gm34961
	Gm48384
	Gm19866
	Gm45257
	9430099M06Rik
	Gm48390
WRN	Wrn
	Gm48396
	Gm48397
	Gm29257
	Gm46234
	Zfp997
ADORA2A	Adora2a
SYT14	Syt14
	Gm3338
	Gm19792
	Gm3604
	Gm44980
	Gm7180
C11orf58	1110004F10Rik
	Gm55564
SNORA70	Gm23855
	Gm48690
	Selenok-ps6
	Gm48699
GUCD1	Gucd1
	Gm48701
	Zfp935
	Gm49359
	Gm55565
	Zfp934
ATAD1	Atad1
	Gm7664
SNORA25	Gm24095
	Gm55566
	Zfp1008
	Rps6-ps1
CYC1	Cyc1
	Gm20455
	Gm9974
	Gm55567
	Gm36298
PWWP4	Pwwp4a
ZNF454	Zfp454
	Gm7045
RPS17	Rps17
PPIL2	Ppil2
	Platr25
PWWP4	Pwwp4b
	Gm55962
	Gm31406
	Gm48735
	Gm37103
	Gm48734
FAM9C	Xlr5b
FAM9B	Xlr5b
FAM9A	Xlr5b
IQCA1	Iqca1
	Mir713
ZNF682	Zfp953
ZNF727	Zfp953
ZNF681	Zfp953
ZNF678	Zfp953
ZNF85	Zfp953
ZNF736	Zfp953
ZNF724	Zfp953
ZNF738	Zfp953
ZNF695	Zfp953
	1700003G18Rik
	Gpx5
	Gm4353
	Gucy2d
ZFP2	Zfp2
	Gm43029
TSPAN33	Tspan33
SHARPIN	Sharpin
	Gm11270
GPX6	Gpx6
	Or2b28
	Gm53020
ZSCAN12	Zscan12
UPB1	Upb1
	Gm25152
	Gm2926
	Clca3a1
	Spin2d
	Gm44978
LRRC32	Lrrc32
	Xlr3b
	Gm11271
	Gm23040
	4930434B07Rik
	A630091E08Rik
ZKSCAN4	Zkscan3
ACKR3	Ackr3
	Vmn1r58
	Rps16-ps2
MPP2	Mpp2
	Gm38277
	Gm44543
	Vmn1r59
RAPH1	Raph1
	Gm43001
	Gm13784
	Gm9057
CPEB1	Cpeb1
	Rpl17-ps5
	Gm24512
	Gm9523
	Gm6560
SMO	Smo
	A930003O13Rik
	Gm55868
FOXN4	Foxn4
	Xlr4b
RN7SKP112	Gm56101
	Gm48158
	Gm48148
SNRPD3	Snrpd3
	Gm55848
	Gm45258
	Gm8730
	Gm45391
	Gm32531
	1600027J07Rik
	Gm45277
	4933400L20Rik
MAF1	Maf1
LRRC75B	Lrrc75b
	Gm34866
PURG	Purg
	Gm17743
EFNA1	Efna1
	Gm8748
	Hmgb1-rs17
	Gm29682
LHFPL3	Lhfpl3
TEX15	Tex15
GGTLC2	Ggt1
GGTLC3	Ggt1
GGT1	Ggt1
GGTLC1	Ggt1
	Gm21846
	Gm28721
	Mir6942
	Gm50481
	Gm43169
	Gm28723
	Gm6564
PGBD1	Pgbd1
	Sec61g-ps2
	Gm42948
	Gm11576
	Gm55965
PIK3C2B	Pik3c2b
PDSS1	Pdss1
	Gm55869
	Gm42951
	Gm43722
CSN1S1	Csn1s1
	Gm56641
RN7SL121P	Gm22642
Metazoa_SRP	Gm22642
Metazoa_SRP	Gm22642
Metazoa_SRP	Gm22642
Metazoa_SRP	Gm22642
RN7SL377P	Gm22642
Metazoa_SRP	Gm22642
Metazoa_SRP	Gm22642
Metazoa_SRP	Gm22642
Metazoa_SRP	Gm22642
Metazoa_SRP	Gm22642
	Gm56634
	Gm56643
NCEH1	Nceh1
	Gm54641
	Gm36860
ZNF354B	Zfp354b
CDH5	Cdh5
	Pten
	4933414I15Rik
	4930470G03Rik
ZSCAN26	Zscan26
	Rpl7a-ps9
	Cpeb1os1
NOS2	Nos2
	Vmn2r28
	Mir1896
COX5B	Cox5b-ps
	Gm37191
OR2W1	Or2w1b
	Gm43345
EFNA3	Efna3
	Gm13717
	Gm30524
	Gm45663
OR2W1	Or2w1
PPP2CB	Ppp2cb
	Gm43927
	Gm7384
	
	Or2ad1
	
	Gm28523
C11orf98	1810009A15Rik
PDE3A	Pde3a
	Gm47806
UBXN8	Ubxn8
TRIM27	Trim27
	Gm15998
	Vmn1r60
	Clca3a2
	Vmn1r-ps40
	Vmn1r61
	Gm49584
	Vmn1r62
	2610318N02Rik
	Wdr97
	Gm44821
	Gm11578
	Gm38388
	Vmn1r63
	Gm28722
BEAN1	Bean1
HGH1	Hgh1
	Gm55967
	Gm35048
	Gm11577
HTD2	Rpp14
	Gm44820
	Eif4a-ps4
	Gm26616
	Vmn1r64
PPP1R15B	Ppp1r15b
	Gm20399
F8A2	F8a
F8A3	F8a
F8A1	F8a
	Vmn1r-ps45
	Vmn1r-ps46
	Vmn1r65
	Gm42067
	Gm56180
	Gm14441
	D530017H19Rik
	Tssk5
	Xlr4c
	Gm5321
	Gm56670
	Gm10400
RBL1	Rbl1
	Gm550
ABHD6	Abhd6
	Gm43958
	4933402C05Rik
CD28	Cd28
AAK1	Aak1
	Gm44733
	Gm43240
LRFN4	Lrfn4
NLRP4	Nlrp4c
EFNA4	Efna4
	Tpbpb
RCE1	Rce1
	Mir6954
	Ldha-ps2
FAM83A	Fam83a
	Gm50484
PPCS	Ppcs
	4731419I09Rik
TNFSF10	Tnfsf10
	Gm11579
	Gm37198
	Gm11609
	Gm11581
	Gm38137
KIFAP3	Kifap3
	Mir130b
MIR301B	Mir301b
C8orf76	9130401M01Rik
SDF2L1	Sdf2l1
ZMYND12	Zmynd12
RNU4-89P	Gm55544
	Ctla2a
	Gm6440
CCDC116	Ccdc116
GSR	Gsr
DNASE1L3	Dnase1l3
	Xlr3c
	Gm29394
	Clca3b
RIMKLA	Rimkla
	Gm22299
ZHX1	Zhx1
	Tpbpa
	Gm5379
	Fthl17f
YDJC	Ydjc
	Gm16480
	Fthl17-ps2
	4930402K13Rik
	Fthl17-ps3
	Gm9902
	Gm45521
LANCL3	Lancl3
FLNB	Flnb
	Gm50138
	Gm50102
	Gm16215
	Gm12954
	Gm12956
GHSR	Ghsr
	Gm12955
PPY	Ppy
	Gm12957
WDR4	Wdr4
RNU6-1169P	Rnu6-ps2
RNU6-971P	Rnu6-ps2
FRG2C	Frg2f1
FRG2B	Frg2f1
FRG2	Frg2f1
CLCA4	Clca4b
EMSY	Emsy
	Gm14862
XK	Xk
	Atad2
CACHD1	Cachd1
PROP1	Prop1
	Gm40975
	Gm40976
H2AL1Q	H2al1m
H2AL3	H2al1m
	Ctsj
RNU1-73P	Gm25481
	Gm6829
	Gm14863
H2AL1Q	H2al1k
H2AL3	H2al1k
	Mir6986
TOP6BL	Top6bl
KCNAB1	Kcnab1
	4930580E04Rik
	Or1ad7-ps1
	Gm43058
CYBB	Cybb
	Gm42509
	Or1ad6
MYO1H	Myo1h
	Gm12661
	Or1ad1
	Or1ad5-ps1
	Gm24727
	1700104B16Rik
PYY	Pyy
	Dnmt3aos
	Gm50372
PARD3	Pard3
	Gm21992
	Gm9088
POMC	Pomc
UBE2L3	Ube2l3
RBM14	Rbm14
	Ctsq
	Gm11584
	Or1ad8
	Gm11585
	Or1x2
	Gm14277
	Gm8396
	Gm26661
	Gm16741
	Gm21844
	Or1x6
	Gm47876
	Gm3558
NAGS	Nags
CCS	Ccs
EFR3B	Efr3b
	Gm18064
	Ctsr
	Gm17121
	4933406F09Rik
	Gm24577
	Gm27510
	Gm14901
	Gm9078
ATF2	Atf2
	Gm3760
	Gm8379
SLC7A3	Slc7a3
	4930521O11Rik
	Gm5797
COPS8	Cops8
AHCYL2	Ahcyl2
	Gm5456
	Gm16525
	Gm22129
RIMBP3B	Rimbp3
RIMBP3	Rimbp3
RIMBP3C	Rimbp3
	Gm16434
	Gm11586
HIC2	Hic2
	Cts6
	Gm6676
ZNF354A	Zfp354a
	Gm3696
	Gm50103
	Gm47764
NDUFV3	Ndufv3
	Gm10406
	Gm49573
	Cts8
TMEM191B	Tmem191
TMEM191C	Tmem191
	Gm47749
NTAQ1	Ntaq1
	9230009I02Rik
	Gm47747
	Gm26680
TMEM101	Tmem101
	Gm3466
	Gm3629
	Gm26630
	Gm9991
CTLA4	Ctla4
	Gm12202
	Gm8340
	Gm38099
	Gm3411
	Gm12201
	Or2y9-ps1
	Gm50105
	Gm50455
	Gm12203
MSANTD5	Msantd5
	Gm49398
	Gm50108
PKNOX1	Pknox1
CCDC87	Ccdc87
	Gm21772
	Cts8-ps
	Gm55845
	Gm21560
LSM12	Lsm12
CTSF	Ctsf
DNAJC13	Dnajc13
	Gm3208
	Gm26991
	Gm3476
	Cts8-ps
	A730090N16Rik
CLCA4	Clca4a
	Gm23475
SNORA11G	Gm22488
	Gm3275
	Gm5664
FBXO32	Fbxo32
	Gm17045
	Gm3261
	Rpl18-ps1
	Gm3453
	Gm11582
	1700101I19Rik
AMER3	Amer3
	Gm17048
	Gm11373
MSANTD5	Msantd5l
	Gm17047
	Gm3242
GGT5	Ggt5
	Gm17046
	G630018N14Rik
	Gm17158
	Gm3383
SNX12	Snx12
	Gm28418
	Gm36984
	Gm29730
	AA619741
ICOS	Icos
	Gm26557
	Gm3170
	Gm3344
LGALS16	Lgals9
LGALS13	Lgals9
LGALS14	Lgals9
	Gm26731
	Gm22330
	Gm26893
	Gm15943
	Gm11376
	Gm23351
KLHL38	Klhl38
FOXQ1	Foxq1
	Gm48001
	Gm11377
	Gm56531
	Gm56512
	Gm8266
	Gm26746
	Gm10577
	Gm3194
	Gm10576
PUM2	Pum2
ANXA13	Anxa13
	1700018A04Rik
RAVER2	Raver2
	Gm3500
	Gm2675
FAM91A1	Fam91a1
	Gm3348
	Gm17126
	Gm3339
	Gm11378
FOXF2	Foxf2
	Gm26552
	Gm54768
	Gm56561
	Gm3326
	Gm25186
	Gm11379
	Gm3140
	Gm3317
KMT2E	Kmt2e
FOXC1	Foxc1
FNDC3B	Fndc3b
	Gm45132
ACTN3	Actn3
	Gm37039
	Gm56587
	Rpl17-ps1
ZNF787	Zfp787
	Gm48883
	Gm11590
	Gm8279
	Gm11591
UNC5A	Unc5a
	Gm28083
	Gm11587
	9530026F06Rik
	Gm17069
	Gm11588
	4930555G01Rik
	Gm10410
RNU6-1177P	Gm55971
	Gm28449
	Gm26650
	Gm36943
PI4KA	Pi4ka
	Gm28094
	4930587A21Rik
	Gm22100
	Gm8305
JAK1	Jak1
	Gm3091
SCYL3	Scyl3
SNORA72	Gm24061
	Gm9602
	Gm14842
	Gm22472
FOXO4	Foxo4
	Gm3084
	Gm17073
	Gm26898
	Gm26655
	Gm8164
	Gm3030
	Gm17074
CXorf65	Gm614
	Gm3173
ZDHHC24	Zdhhc24
	4933431C10Rik
	Gm45841
	Gm17170
	Gm36371
	Gm17086
	2610042L04Rik
THAP12	Thap12
	Gm26402
	Gm19688
	Gm17085
	Gm11105
	Gm17152
SUSD2	Susd2
	Gm11107
	Gm5796
IL2RG	Il2rg
	Gm3099
	Gm17129
	Gm26886
	Gm2907
	Gm19656
BBS1	Bbs1
	Gm3033
	Gm44934
	Gm26570
	Gm21965
	Gm2877
ZNF444	Zfp444
	Gm2871
	Gm3043
	Gm2866
	Gm3020
	1100001I12Rik
ATP6V1C1	Atp6v1c1
	Gm3012
	Gm17107
	Gm11109
MED12	Med12
SLC38A10	Slc38a10
	Gm8324
	Gm8323
	Gm10408
	Gm26817
HK3	Hk3
	Gm10409
	Gm35066
	Gm43344
	Mir3092
TMEM212	Tmem212
	Gm10413
	Gm17223
	1700110I01Rik
SNORA81	Gm26040
SSR3	Ssr3
	Gm55893
	Gm50107
	Gm17188
CBS	Cbs
	Hmgb1-rs16
	Gm37563
	Gm4904
SIDT2	Sidt2
	D830030K20Rik
	Gm45148
	Gm17222
GALP	Galp
	Gm5795
	Gm17221
	Gm45924
	Gm17051
FOXJ3	Foxj3
	Gm2897
BAALC	Baalc
WNT11	Wnt11
CLCA1	Clca1
	Gm49097
	Gm4740
	Gm26704
	Esd-ps
	Gm48109
FZD6	Fzd6
PPIF	Ppif
PARD3B	Pard3b
RNU6-965P	Gm54401
DPP3	Dpp3
CABIN1	Cabin1
	Ppifos
	Gm5540
	Gm34780
	1700054O19Rik
	Gm37009
ZCCHC24	Zcchc24
RNU6-977P	Gm22279
TIPARP	Tiparp
	Gm55876
KCTD10	Kctd10
ZSCAN5B	Zscan5b
ZSCAN5C	Zscan5b
ZSCAN5A	Zscan5b
	Gm27185
	Gm49786
	Gm24789
	Gm49105
	Gm55602
ANXA11	Anxa11
CTHRC1	Cthrc1
	Gm5847
	Gm38233
	Gm8398
	Mir8120
LEKR1	Lekr1
EDDM13	Eddm13
SLC25A32	Slc25a32
SERPIND1	Serpind1
	Gm45069
UVRAG	Uvrag
RNU6-24P	Gm24927
U6	Gm24927
SNAP29	Snap29
	Gm37776
CLCA2	Clca2
SRPK2	Srpk2
	Gm37205
	Anxa11os
	Gm38012
	Gm38278
PLAC9	Plac9
	Pard3bos1
	Gm38075
	Gm29640
	Gm29641
CRKL	Crkl
	Pard3bos2
	Gm38351
	Pard3bos3
	Gm29084
	Gm11600
	Gm11599
TMEM254	Tmem254
	Krt86
COL6A3	Col6a3
RNU6-557P	Gm54512
RNU6-1219P	Gm54512
RNU6-1304P	Gm54512
AIFM3	Aifm3
CPHXL2	Cphx1
CPHXL	Cphx1
	Gm19013
DUX4	Duxbl1
	Gm19326
	Gm49501
DDT	Ddt
DDTL	Ddt
	Krt83
	Gm20441
	Gstt3
	Gm55878
	Gm43566
SNORD93	Gm50451
UBE3B	Ube3b
	Gm45188
ZNF667	Zfp667
	Gm24468
	Gm12785
	Gm25124
	Gm12959
	Gm49423
	Gm12801
	Gm49424
	Gm12793
MIR101-1	Mir101a
KRT85	Gm49425
GUCA2A	Guca2a
RNU6-539P	Gm25755
KRT84	Krt84
	Gm37359
	Gm37131
	Gm37037
	Gm18578
	Gm34059
CCNL1	Ccnl1
	Crb1-ps
	Slmapos2
SLMAP	Slmap
	0610043K17Rik
	Gm12795
	Gm12798
KRT82	Krt82
GUCA2B	Guca2b
PELI3	Peli3
	Gstt1
	Gm45187
	Krt90
	Gm23479
	Gm33882
	Gm44975
	Gm45185
ZNF583	Zfp583
HIVEP3	Hivep3
GSTT4	Gstt4
	Gm55552
	Gm55553
	Gm9614
	Gm49222
	Gm49231
MRPL11	Mrpl11
	Gm49232
	Gm7962
CCDC152	Ccdc152
GSTT2	Gstt2
GSTT2B	Gstt2
	Gm38944
ZNF582	Zfp582
DGAT2	Dgat2
	Gm36644
TMPRSS6	Tmprss6
MIF	Mif
LZTR1	Lztr1
NPAS4	Npas4
	Gm47744
DERL3	Derl3
	Gm55960
AK4P3	Ak4
AK4	Ak4
UIMC1	Uimc1
	Gm45012
MOGAT2	Mogat2
	Rps2-ps8
U2AF1	U2af1
	Mir7027
	Gm54420
	Gm18943
	Gm56640
	Gm26705
	Gm50382
	Gm56654
ZNF749	Zfp78
PRDM9	Zfp78
ZNF554	Zfp78
ZNF705A	Zfp78
ZNF705D	Zfp78
ZNF705B	Zfp78
ZNF705G	Zfp78
ZNF560	Zfp78
ZNF124	Zfp78
ZNF556	Zfp78
ZNF891	Zfp78
ZNF763	Zfp78
ZNF491	Zfp78
ZNF440	Zfp78
ZNF439	Zfp78
ZNF69	Zfp78
ZNF20	Zfp78
ZNF669	Zfp78
ZNF555	Zfp78
ZNF337	Zfp78
KRBOX4	Zfp78
ZNF674	Zfp78
	Arhgef4
SLC29A2	Slc29a2
	Gm4248
	Gm37305
FBXL5	Fbxl5
	Gm35106
	Gm37078
	Gm19024
	Gm6546
	Mir7087
	A830035O19Rik
VEPH1	Veph1
ACP3	Acp3
SMARCB1	Smarcb1
MAP6	Map6
EDN2	Edn2
MROH8	Mroh8
FOXO6	Foxo6
	Gm11769
SCMH1	Scmh1
	Gm26128
CLK4	Clk4
	4930528J11Rik
	Gm37822
RNU1-17P	Gm26442
	Gkn3
	Gm36973
	Tpi-rs2
